,artist_name,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
449,The Strokes,Bad Decisions,6e2pJqucDMxbp061B40r6O,72,0.377,0.922,0,-3.4,1,0.056,0.0136,0.204,0.28,0.394,153.404,293360,4
450,BTS,Jamais Vu,5oXdWFCLkBX5XmGbTrlK40,73,0.608,0.47,8,-6.73,1,0.0428,0.226,0.0,0.0963,0.241,81.0,227275,4
451,Marshmello,Crusade,29Dvkvp7Wgd1VJdDvVJlvf,70,0.618,0.98,9,-0.842,0,0.0777,0.0266,0.516,0.328,0.488,140.003,171429,4
452,Maluma,Qué Chimba,0rIZ49wxDf8H2LXOKmAMW5,0,0.725,0.949,7,-3.416,1,0.0814,0.0112,0.00196,0.152,0.581,128.001,169741,4
453,Delacey,Cruel Intentions,7E91ECLi2J4L21tEX0RBHn,72,0.677,0.878,11,-3.497,0,0.213,0.0883,0.0,0.154,0.227,90.048,192571,4
454,Gorillaz,Momentary Bliss (feat. slowthai and Slaves),5zZWKugaE2ZmnZN77HVfUH,67,0.641,0.807,9,-6.73,1,0.239,0.0851,2.38e-05,0.64,0.712,158.071,221386,4
455,Trippie Redd,I Love You,6gQ2zRxHeWH3gKRV541A4c,67,0.732,0.736,0,-3.916,1,0.0344,0.0699,0.0,0.0899,0.472,142.976,229245,4
456,Pop Smoke,Mannequin (feat. Lil Tjay),5eJpwQyirY5EEdNadHKRAM,70,0.683,0.799,1,-5.923,1,0.3,0.456,0.0,0.264,0.752,145.128,160560,4
457,Disclosure,Expressing What Matters,3FeVszrXFJCEcmbYWBZtRQ,60,0.781,0.814,11,-8.164,0,0.0916,0.0148,0.838,0.128,0.736,119.993,263213,4
458,Selena Gomez,Ring,11Ey4yJVeWEsA73KjACkVY,73,0.873,0.51,3,-5.35,0,0.0661,0.565,3.13e-06,0.0738,0.871,110.953,148776,4
459,Steve Aoki,Maldad (with Maluma),35HXnvswjdVWjQRmqtXPJD,77,0.598,0.809,1,-4.168,1,0.138,0.00179,8.41e-05,0.259,0.653,104.784,168159,4
460,David Guetta,Detroit 3 AM - Radio Edit,4d42DsNHiQipjONbwTYyEc,66,0.554,0.889,6,-6.635,0,0.0643,0.000285,0.911,0.0906,0.0605,125.016,188640,4
461,Ellie Goulding,How Long Will I Love You,7lFcY98lzByCAR84J4tGKP,0,0.512,0.304,0,-9.19,1,0.0318,0.295,0.000622,0.118,0.172,126.078,154435,5
462,$NOT,Moon & Stars (feat. Maggie Lindemann),5Kjz86OFAoN6D4kF1BTSEc,67,0.713,0.47,9,-8.698,1,0.0864,0.606,1.35e-05,0.306,0.0825,84.518,187587,4
463,BTS,Dionysus,2SytGgja3g2R2N9lzV6n3E,73,0.502,0.91,7,-2.769,1,0.107,0.04,0.0,0.319,0.588,176.084,249215,4
464,King Von,Took Her To The O,0kSnpKOS1bUguBGe2z661G,66,0.86,0.62,1,-6.465,1,0.375,0.00335,0.0,0.133,0.479,159.98,194586,4
465,Sia,Original (from Dolittle),0YoquWDxpwAq8jFPj3K8wp,74,0.677,0.551,1,-6.107,1,0.0323,0.00315,0.00576,0.114,0.44,96.014,213667,4
466,OneRepublic,Kids - Acoustic,5wjwnHshfiqFncQSCOd0kF,0,0.649,0.792,2,-6.976,1,0.0373,0.194,0.0,0.139,0.442,99.983,223813,4
467,Arizona Zervas,ROXANNE - Remix,5hC7h0yWVMkxhLbNXCscBR,70,0.696,0.663,9,-5.662,1,0.108,0.0273,0.0,0.461,0.423,175.075,174549,4
468,A Boogie Wit da Hoodie,Streets Don't Love You,5IhS1ig4KRhO4TXH3uspCa,68,0.549,0.456,1,-10.5,1,0.55,0.65,0.0,0.101,0.297,117.284,201623,5
469,Carnage,Hella Neck,2wBB2KKqtuK1fcxAiqbCSZ,69,0.906,0.366,11,-8.92,0,0.395,0.231,0.0,0.178,0.238,95.007,217283,4
470,Brent Faiyaz,Been Away,5PvVkf1Yuq3XyMqqjPiKPd,67,0.602,0.5,8,-9.377,1,0.296,0.477,5.69e-05,0.295,0.395,132.8,223630,4
471,YBN Nahmir,Talkin,1oxiu1OY6PHkJtakt4vKdX,67,0.882,0.625,9,-8.878,1,0.293,0.0677,0.0,0.482,0.935,129.965,125543,4
472,Tones And I,Bad Child,1qCmZnC1FUpNgOydIzqIPC,0,0.756,0.554,6,-4.24,0,0.0342,0.402,0.0,0.158,0.596,117.992,221467,4
473,Tones And I,Can't Be Happy All The Time,3Cwx1w1QYOuMOlx7xDmLcQ,0,0.463,0.24,7,-6.448,1,0.0606,0.541,0.0,0.165,0.245,84.175,258359,3
474,Myke Towers,La Playa - Remix,70zg99pT51vB4wlMS7e4q7,81,0.775,0.633,10,-3.332,0,0.133,0.201,0.0,0.219,0.394,140.008,250333,4
475,Alec Benjamin,Mind Is A Prison,2jqbRD4UROF0sGGEFZYi0f,49,0.636,0.661,5,-5.217,0,0.05,0.527,0.0,0.18,0.694,151.148,162034,4
476,Tory Lanez,K Lo K (feat. Fivio Foreign),3TlrDcdC7ydI8mto84R1GW,69,0.745,0.695,7,-5.797,0,0.202,0.0904,0.0,0.385,0.656,139.89,185420,4
477,Jack Harlow,2STYLISH,0qoxr5PUFbDqGLHIpEnWAr,0,0.945,0.638,1,-7.662,1,0.0774,0.0116,0.0,0.0894,0.441,100.011,142945,4
478,Jack Harlow,ONCE MAY COMES,1iMRCWHw0c57LOwae6dNJv,0,0.906,0.435,11,-8.933,0,0.198,0.0736,0.0,0.098,0.529,90.521,146607,4
479,Jack Harlow,I WANNA SEE SOME ASS (feat. jetsonmade),2aWVaW1p2kUc5yuKwBmRJi,0,0.899,0.691,0,-7.554,1,0.0497,0.18,0.000451,0.135,0.865,107.951,125302,4
480,Jack Harlow,HEY BIG HEAD,3FWIAl04a9ySFhk4HH15ov,0,0.846,0.554,1,-5.856,1,0.0991,0.0376,0.00245,0.102,0.611,163.887,121708,4
481,Jack Harlow,SMELLS LIKE INCENSE,5xAR2kje4pVMHz0ipvp2VA,0,0.952,0.547,9,-5.533,0,0.0591,0.0167,0.0,0.0852,0.31,100.033,144444,4
482,Jack Harlow,OUT FRONT,6ukXwaLZoMjeqA98ZdKLtq,0,0.896,0.483,5,-9.794,0,0.0663,0.0904,0.000218,0.0889,0.51,103.0,178968,4
483,YoungBoy Never Broke Again,Gunsmoke,6KJCGu0tOmhk87jX6Dz7Ql,65,0.638,0.755,11,-4.558,1,0.204,0.0528,0.0,0.0721,0.602,153.26,138039,4
484,Pop Smoke,War (feat. Lil Tjay) - Bonus,2hYN1IVp5LGIsi5MpzcjVz,70,0.641,0.76,6,-4.442,0,0.179,0.195,0.0,0.0768,0.59,141.82,221827,4
485,Porter Robinson,Get Your Wish,1HjZDqiaUrq46GHhHXE4vG,67,0.542,0.684,11,-5.844,1,0.0508,0.0997,0.0,0.125,0.442,95.004,217880,4
486,G Herbo,Gangbangin',13aaxXWwWQa0iZNO06eMjT,37,0.732,0.7,3,-4.291,0,0.307,0.0411,0.0,0.36,0.41,152.943,154561,4
487,G Herbo,Gangsta's Cry,41mqpBK0AgXcZ1VWvL92RD,37,0.745,0.74,1,-3.851,1,0.282,0.166,0.0,0.267,0.512,159.951,217784,4
488,Denzel Curry,DIET_ - A COLORS SHOW,5ujIKl4PDCqxU4t9xv8XNO,45,0.799,0.614,1,-10.165,1,0.525,0.0521,0.0,0.367,0.844,90.88,146085,4
489,Tenille Townes,Holding Out for the One,7IN4uBTZZK2KJ4tjBL44xU,66,0.6,0.742,6,-4.135,1,0.0379,0.00716,0.0,0.363,0.796,85.008,195187,4
490,Pop Smoke,Element,57BGVV6wcyhbn3hsjlqEZB,69,0.772,0.878,2,-4.22,1,0.324,0.0301,2.18e-06,0.251,0.305,61.311,135747,5
491,Disclosure,Ecstasy,5wzGHgamBPcqrWwuhGDfam,61,0.75,0.896,10,-8.577,1,0.0623,0.0111,0.637,0.28,0.515,124.991,303707,4
492,Fall Out Boy,Love Will Tear Us Apart,2Njey3R8bwQ9XBVSZpxIMS,0,0.587,0.673,11,-7.756,0,0.0329,0.0654,0.00154,0.0986,0.329,152.138,202347,4
493,Selena Gomez,Dance Again,5sK3o66yupTNIK6gWgzGjf,72,0.784,0.552,1,-7.261,0,0.0871,0.0447,0.0,0.192,0.465,111.984,170498,4
494,H.E.R.,Comfortable,3f3cliOygeuUpGRwdohy12,68,0.429,0.399,5,-11.679,0,0.0893,0.632,3.23e-05,0.087,0.353,72.487,255066,4
495,The Strokes,At The Door,7dz48pntblPzJ9mTPiUH81,71,0.439,0.323,10,-6.764,1,0.0323,0.858,0.00921,0.146,0.358,116.743,310373,4
496,Rauw Alejandro,Fantasias - Remix,0A37XY67wSdGqkGjtfW6aV,74,0.816,0.72,1,-4.454,1,0.0684,0.206,0.0,0.277,0.78,94.004,267242,4
497,Pop Smoke,Foreigner (feat. A Boogie Wit da Hoodie),7iBKCNKl5UjxfOgyxnQ6q6,68,0.484,0.553,10,-7.914,0,0.353,0.471,0.0,0.276,0.598,103.772,161120,3
498,Sean Paul,Get Busy,4EqQQjbjvcFYuww3AmiEU6,0,0.735,0.846,10,-3.11,0,0.0355,0.598,0.0,0.108,0.725,100.197,211520,4
499,Sean Paul,She Doesn't Mind,4SKskktenbsy4nzyW0HzAG,0,0.718,0.776,7,-5.208,0,0.0693,0.000624,5.3e-06,0.207,0.622,120.015,227787,4
500,Sean Paul,Bend You Back,7mYf8eneKSQ9OXc5UbxLCE,0,0.882,0.694,8,-5.646,1,0.128,0.0292,1.09e-05,0.0727,0.433,98.015,192000,4
501,Pop Smoke,Get Back,3DWjFSDEQ9IWz1mj449fB7,69,0.798,0.649,9,-6.546,1,0.306,0.0746,1.34e-05,0.517,0.566,142.006,108160,4
502,Jadn,Comatose,1FIv5SzIBWmCF5Xmt8N6BD,70,0.351,0.852,11,-5.104,0,0.343,0.00462,0.0,0.451,0.556,162.005,155611,4
503,Chelsea Cutler,Sad Tonight - Acoustic,1aXIgw5xYdFSZhoK1f6VbI,0,0.367,0.311,9,-8.366,0,0.0385,0.45,0.0,0.22,0.477,186.174,193800,4
504,Astrid S,I Do,6Qp1DSekiuxHbFoSsg9JIk,65,0.665,0.524,10,-9.404,1,0.0458,0.502,0.0,0.124,0.215,110.019,155822,4
505,Ozuna,100 Preguntas,21Oh0PHE9KQPXPUvXk7sY9,74,0.768,0.462,5,-5.907,1,0.0369,0.689,0.0,0.114,0.605,104.008,178080,4
506,Denzel Curry,Take_it_Back_v2,6M1QxOSjcCBCNnS7GSjd1o,68,0.508,0.821,10,-7.416,0,0.454,0.0329,7.05e-06,0.594,0.345,88.255,169467,4
507,Lauren Alaina,In My Veins,3sAmWiJrwZkF8FSgpiM8QA,60,0.646,0.741,4,-6.193,1,0.0323,0.03,0.0,0.206,0.789,107.957,166377,4
508,Disclosure,Get Close,50omU7LRGRxjL91a0VO71A,56,0.784,0.764,5,-7.051,0,0.114,0.00132,0.736,0.696,0.291,124.013,237320,4
509,A Boogie Wit da Hoodie,Big Shit,0dADaRjZfWrrXPAPr7qe75,67,0.753,0.53,5,-4.196,1,0.16,0.353,1.36e-05,0.112,0.385,138.977,152156,4
510,Disclosure,Etran,1S9beER2axKheJ3AMe49Cv,56,0.779,0.609,10,-7.446,0,0.133,0.0473,3.05e-05,0.103,0.299,122.016,308293,4
511,Brent Faiyaz,Let Me Know,0dJhXJKZTpiaxTUc7uItIN,66,0.744,0.548,6,-6.545,0,0.0953,0.176,0.000185,0.088,0.558,85.014,215058,4
512,X Ambassadors,Belong,54nwCwKlRSl29ndEBFVaGl,63,0.494,0.574,8,-4.874,1,0.0339,0.131,0.0,0.0556,0.391,81.01,218885,4
513,Ellie Goulding,Worry About Me (feat. blackbear),0wsfdPl7p3yKjQBmHQsaDn,0,0.664,0.743,5,-7.114,1,0.206,0.115,0.0,0.34,0.534,161.885,179759,4
514,Yung Gravy,Bandsville,00SiZEELZ0K4gkUl0rU529,67,0.833,0.39,0,-8.339,1,0.414,0.13,6.78e-06,0.11,0.353,159.996,113997,3
515,Ozzy Osbourne,It's A Raid (feat. Post Malone),25Rdrp7aqTB3x3coVETp0N,69,0.472,0.996,1,-0.578,1,0.16,0.00687,0.0,0.392,0.114,117.004,260017,4
516,Tee Grizzley,Red Light,3Gzcb65waeZYidm0vSaelM,65,0.846,0.716,1,-5.516,1,0.236,0.00101,0.0,0.244,0.213,98.005,127347,4
517,Trevor Daniel,Falling (Summer Walker Remix),3doHXO2n8mAW8XkIFeapTZ,69,0.691,0.573,1,-4.669,1,0.0344,0.169,0.0,0.076,0.267,127.085,173592,4
518,Falling In Reverse,The Drug In Me Is Reimagined,5GIWP2q6p92lFA10KUuL0z,68,0.498,0.401,0,-7.168,0,0.0287,0.666,0.0,0.12,0.114,99.721,340072,4
519,Joyner Lucas,Lotto,0BSjMgK9Z1d30F5mUc3nET,24,0.952,0.722,8,-5.459,1,0.19,0.0379,0.000428,0.119,0.759,130.011,230320,4
520,Jeremy Zucker,better off - filous remix,6mXYOsL1VY4RJDMz6Ekfsm,0,0.801,0.556,1,-7.758,0,0.177,0.153,0.00208,0.243,0.382,100.972,176467,4
521,Zedd,Stay - Petit Biscuit Remix,3lD6FHip15XBbex2TDruMW,0,0.607,0.616,4,-6.006,1,0.189,0.402,0.0,0.111,0.268,104.89,243587,4
522,Kevin Gates,Dreka,7Ei6Vq7Jagn8loeV2bxa7x,64,0.561,0.616,7,-7.61,1,0.283,0.468,0.0,0.117,0.293,107.611,264205,5
523,Anderson .Paak,Don't Slack (from Trolls World Tour),1bxa0TPdBMHPeZFHe0adCw,43,0.617,0.837,9,-5.574,1,0.115,0.0842,0.0,0.344,0.8,168.12,174800,4
524,Alessia Cara,Stone,6EPBzb67Z8GWxszHD6WoqF,0,0.77,0.447,6,-8.566,1,0.0341,0.312,4.72e-05,0.108,0.382,128.055,228445,4
525,The Future Kingz,3 Vets,6t3sBdc5SbMlk5AyGvMei2,70,0.92,0.595,11,-6.698,1,0.248,0.172,0.0,0.113,0.908,145.003,175380,4
526,Morat,En Un Sólo Dia - Versión Acústica,0KKc54biaNFGR6WlxuyL60,0,0.613,0.756,9,-5.717,1,0.0386,0.0441,0.0,0.0938,0.573,143.881,202120,4
527,Morat,Mil Tormentas,0h3r7qMZlv9INFGlzFPz4T,0,0.414,0.592,11,-5.745,1,0.0586,0.602,0.0,0.0932,0.513,143.945,233440,4
528,Morat,Aprender A Quererte,17AgE1GEo3H6f6IknyjKI8,0,0.638,0.868,8,-5.191,1,0.0334,0.109,0.0,0.231,0.485,101.013,229213,4
529,Morat,Cómo Te Atreves - Versión Acústica,2qkCThZYBGFZbQSbeJjasl,0,0.632,0.631,2,-6.24,1,0.0288,0.254,0.0,0.346,0.615,127.967,231991,4
530,Morat,Amor Con Hielo,3JPE4ayHXPZLLcUrb0bLkg,0,0.652,0.805,7,-5.251,1,0.0412,0.109,0.0,0.113,0.564,135.952,203440,4
531,Morat,Besos En Guerra,3JpvbVRUpFmjyKr6VFh04w,0,0.69,0.973,2,-3.588,1,0.0492,0.126,0.0,0.101,0.772,143.957,231533,4
532,Morat,Cómo Te Atreves,3NIEmj5xAaMsH8UGvdXMxI,0,0.608,0.897,4,-4.511,1,0.043,0.0669,0.0,0.153,0.777,130.971,238867,4
533,Morat,La Última Vez,6MMJTZJkbVQPl6zn1Yihdg,0,0.585,0.639,11,-5.268,1,0.0309,0.18,0.0,0.35,0.402,136.975,217936,4
534,Morat,Cuánto Me Duele,6l64JXjkBF2yJzv7C6nwRU,0,0.598,0.688,10,-5.731,1,0.0433,0.333,0.0,0.101,0.659,142.015,229859,4
535,Brent Faiyaz,Rehab (Winter In Paris),0zWbYGQq5O1KQd0iqzgjP6,65,0.527,0.242,5,-11.691,1,0.0397,0.81,7.17e-05,0.127,0.278,144.304,180304,4
536,MAX,Where Am I At,6QMgSasUZYyVzaAvc7BYLZ,63,0.415,0.695,7,-5.821,0,0.162,0.23,1.93e-06,0.13,0.193,172.299,208933,3
537,Niall Horan,"No Judgement - Recorded at Air Studios, London",2kdG7Kwr2wNk1o7beJZits,49,0.697,0.687,1,-4.987,0,0.0327,0.0166,2.52e-05,0.0948,0.92,99.545,191562,4
538,Sam Hunt,Hard To Forget - Radio Edit,6ITrZx7zVGgrADDD1lksjw,0,0.694,0.715,4,-5.39,1,0.0461,0.191,0.0,0.73,0.757,130.085,189507,4
539,Selena Gomez,A Sweeter Place (feat. Kid Cudi),4bb94wZVF1cX66vQjNeJTX,70,0.583,0.777,10,-6.991,0,0.185,0.109,0.000509,0.108,0.31,190.054,263306,4
540,Luke Bryan,Born Here Live Here Die Here,24TigVMgym0xm5pnyH8i2i,65,0.51,0.74,2,-5.741,1,0.0392,0.0684,5.06e-06,0.0491,0.326,132.213,226173,4
541,Niall Horan,No Judgement - Acoustic,6HYhDjnr3DdbiNXlFCTnHG,44,0.516,0.487,1,-4.539,0,0.0367,0.808,0.0,0.112,0.702,119.888,190584,5
542,Key Glock,Word on the Streets,3jhStgnHgwPGaSyhdHuT1Z,64,0.886,0.646,10,-7.288,0,0.328,0.0266,3.76e-05,0.0857,0.798,148.119,207600,4
543,David Guetta,Detroit 3 AM - Extended,4wWA0JRKHvX5MPNgSF8KwW,39,0.631,0.847,6,-7.916,0,0.0639,0.00132,0.894,0.115,0.0427,125.022,257760,4
544,OneRepublic,Didn't I,6ikDZX0oc8EKGj2vdMAEDv,0,0.611,0.607,4,-6.744,1,0.0323,0.0196,0.0,0.125,0.252,123.929,207617,4
545,Niall Horan,Slow Hands - Acoustic,3g9mvCU85o0IMoKkKNW4rA,0,0.825,0.211,9,-8.324,0,0.0383,0.192,0.0,0.11,0.609,87.068,160592,4
546,Niall Horan,This Town,7dAIkDvzQyuFLvDxGLKAgk,0,0.673,0.437,9,-6.827,1,0.0306,0.67,0.0,0.111,0.198,111.901,233813,4
547,Mt. Joy,Strangers,73WyCOipkJRtIH8klizJd5,65,0.564,0.636,7,-8.136,1,0.0418,0.739,0.0224,0.0807,0.218,101.913,193187,4
548,Niall Horan,No Judgement - Steve Void Remix,0GJNhouN5K0XjWZL5LmA7u,40,0.738,0.71,1,-5.396,0,0.073,0.0999,0.0,0.472,0.884,122.033,161311,4
549,Banda Sinaloense MS de Sergio Lizárraga,El Mechón,425XjhqvY7Vh1Cb5WtSl59,0,0.784,0.719,10,-4.765,1,0.0749,0.388,0.0,0.0593,0.884,159.974,141253,4
550,Loud Luxury,Nights Like This,13J1DIbQaGs1Qb91rF8BEH,64,0.699,0.861,3,-4.99,1,0.0543,0.0546,3.01e-05,0.276,0.499,126.023,173340,4
551,Steve Aoki,Halfway Dead (feat. Global Dan & Travis Barker),5SEvl5b2GJnLgdkn6gyv4X,63,0.447,0.87,6,-3.728,1,0.0705,0.000247,4.76e-06,0.0687,0.511,174.138,204443,4
552,Thundercat,Dragonball Durag,62PclpoBFLl50PJpiJA5RT,67,0.648,0.59,2,-9.664,1,0.0942,0.697,0.808,0.111,0.401,81.045,181922,4
553,El Alfa,Coronao Now (Remix),047WmwIeerHyIUstFAEz5A,76,0.883,0.853,1,-4.773,1,0.168,0.255,0.000723,0.412,0.695,118.003,250169,4
554,Kid Ink,Look At That,1OzgMzlWVXehzHaC9Ps6Nb,64,0.977,0.465,2,-8.86,1,0.26,0.0447,0.0,0.133,0.151,120.982,190589,4
555,Jimmie Allen,This is Us,7DnNU5rQLgy4KEYvFMrGgW,67,0.549,0.883,9,-4.092,1,0.0344,0.148,0.0,0.0609,0.487,145.06,205827,4
556,Russ,ALL TO YOU (feat. Kiana Ledé),0Bigou27TPeAglUOWYm5b2,67,0.488,0.387,11,-7.562,0,0.039,0.854,0.0,0.136,0.518,149.385,184493,4
557,Music With Edgar,Stuck Up,582UuerUL1zx7IyudPW9Mo,69,0.876,0.484,4,-12.57,1,0.31,0.1,0.0,0.141,0.62,110.096,111429,4
558,Arijit Singh,Eka Ekela Mon,1UrwiJwtOPK7o8pdkEvYwb,4,0.422,0.586,0,-6.205,0,0.0487,0.638,0.000225,0.347,0.46,179.964,323036,4
559,Arijit Singh,Mon Bojhe Naa,48iGvxOiKB08mu3yrFapdn,0,0.72,0.759,7,-7.826,0,0.0469,0.512,0.0,0.18,0.829,91.989,245180,4
560,Arijit Singh,Aye Dekhe Jaa,6ItiXuqSKDkFyEgGzXB201,0,0.47,0.637,9,-4.871,0,0.0363,0.233,0.0,0.458,0.283,135.837,232941,4
561,Selena Gomez,People You Know,63mdJr3NMY3wReOkNE6c6W,71,0.695,0.62,8,-8.082,0,0.0521,0.0881,5.43e-05,0.111,0.62,150.032,194900,4
562,Cheat Codes,"No Service In The Hills (feat. Trippie Redd, Blackbear, PRINCE$$ ROSIE)",0CmoisdB4maBgLV5MajnL4,67,0.542,0.739,7,-4.857,1,0.0395,0.00445,0.0,0.306,0.338,156.074,153764,4
563,Becky Hill,Losing,1L7lPrFbj33FhpJnImLG6R,0,0.404,0.913,1,-6.212,0,0.264,0.00055,2.44e-06,0.0869,0.356,213.91,234324,4
564,Pop Smoke,Christopher Walking,2IT0T0EqPaUxasjl2o8J2G,68,0.773,0.744,6,-5.108,0,0.244,0.0114,0.0,0.066,0.764,141.004,190680,4
565,Jessie Reyez,LOVE IN THE DARK,6WrHKidpEVkYKX3vSQhBgL,70,0.511,0.333,11,-8.176,0,0.0266,0.801,6.06e-05,0.12,0.265,101.732,240053,4
566,Little Big Town,Next To You,4drTFbY9KJIvllrqVcJvLi,65,0.53,0.394,8,-8.152,1,0.0276,0.756,1.48e-05,0.099,0.194,135.981,246813,4
567,Eminem,Alfred - Outro,1WAwILvz37MkmZfmGnEXfg,70,0.476,0.237,1,-14.514,1,0.0486,0.177,0.0,0.217,0.0387,106.972,39200,3
568,Alan Walker,"Alone, Pt. II - Toby Romeo Remix",3sbDomF1E8VXhAzw3vHWcJ,61,0.746,0.856,3,-4.961,0,0.209,0.373,0.0,0.373,0.314,119.049,158013,4
569,Sebastian Yatra,TBT,4s45VgkknMFkdiGoUcjxQU,79,0.794,0.855,2,-1.959,1,0.0466,0.0362,0.0,0.142,0.639,91.963,239133,4
570,Grimes,You'll miss me when I'm not around,5CCI3yvULsQRQacPgQ1NCO,67,0.606,0.857,8,-2.915,0,0.0301,0.344,0.000902,0.15,0.825,98.057,161691,4
571,2 Chainz,Dead Man Walking (feat. Future),35Ycb1cMPK6tyNMsTepijg,66,0.848,0.717,1,-5.401,1,0.14,0.0413,0.0,0.139,0.572,150.067,135507,4
572,Ant Saunders,Yellow Hearts (feat. Audrey Mika),3oVGjguICRU4UVS1ZPwH2D,67,0.816,0.401,7,-8.041,1,0.22,0.464,0.0,0.0657,0.678,129.041,180672,4
573,Lennon Stella,Golf On TV feat. JP Saxe,5xROgo35i9a9IbQgN56Clz,69,0.565,0.548,5,-8.376,1,0.18,0.4,0.0,0.252,0.159,104.892,192000,4
574,Selena Gomez,Cut You Off,4OtHGdb0KqEbaWb6edUnR9,69,0.855,0.294,5,-8.676,1,0.286,0.3,9.22e-05,0.091,0.842,139.745,182017,4
575,Kelsea Ballerini,la,3KGqDJ2UAvdE8prNhwh3NK,44,0.632,0.53,7,-6.675,1,0.0465,0.228,0.0,0.109,0.369,80.127,166584,4
576,NCT 127,Kick It,1ayaOin9hxCtyhg4UsBTpg,67,0.681,0.847,7,-2.462,1,0.0869,0.0306,0.0,0.0808,0.507,167.031,233013,4
577,Kelsea Ballerini,club,42e3Qgls5XSenPz4zhth35,44,0.498,0.717,7,-6.83,1,0.0392,0.0259,0.0,0.0568,0.551,168.132,181100,4
578,Natti Natasha,Despacio,203uubEQA07to1kbro35qQ,76,0.782,0.644,10,-3.929,1,0.0809,0.585,0.0,0.108,0.695,93.013,281658,4
579,Alejandro Fernandez,Sé Que Te Duele,09kL55tBHtZLDQ7VFoqWlE,0,0.69,0.875,9,-4.282,1,0.0746,0.219,0.0,0.0949,0.793,94.963,226827,4
580,Alejandro Fernandez,Me Olvidé De Vivir,1rFEXTLdRkDnXmMCkXKRVV,0,0.53,0.32,0,-10.161,1,0.036,0.63,0.0,0.106,0.328,124.284,326827,4
581,Alejandro Fernandez,Procuro Olvidarte,3KqgNiqRzbAr3XMZovkcDG,0,0.32,0.318,10,-10.71,0,0.037,0.587,0.000361,0.0867,0.393,73.193,246053,4
582,Alejandro Fernandez,Me Hace Tanto Bien,4WjlN8kgBoZQbmQQl5RjlA,0,0.366,0.767,1,-5.883,1,0.0443,0.534,0.0,0.0797,0.553,157.298,188613,3
583,Alejandro Fernandez,Hoy Tengo Ganas De Ti,5sjRWCUwmvtqY7ct4a1j4O,0,0.403,0.461,3,-6.389,0,0.0394,0.324,0.0,0.0716,0.257,124.058,291107,4
584,Alejandro Fernandez,Miénteme,7zwcErbeNIuPLY3Ic41JE0,0,0.448,0.492,0,-7.957,1,0.0315,0.164,0.0,0.0987,0.363,168.968,233600,4
585,Jessie Reyez,ANKLES,5rKgSnmHVbR4tVErBVDjgf,60,0.549,0.648,8,-6.62,1,0.377,0.238,4.62e-05,0.178,0.468,180.137,169733,3
586,Patrizio Pisani,Guardami,4Y6WTrmqcv8JkwgF3USWnB,70,0.45,0.091,7,-24.322,0,0.0434,0.993,0.956,0.103,0.354,94.927,133625,4
587,Kelsea Ballerini,homecoming queen?,02Q13dynIYHvNkxX1LZGQo,42,0.462,0.512,9,-5.443,1,0.0334,0.478,0.0,0.0993,0.29,114.014,167796,4
588,Residente,René,6gm12xlADJwiBbHIKBXzGW,83,0.486,0.388,0,-9.326,1,0.126,0.435,0.0,0.196,0.467,90.471,457592,4
589,ODIE,Slowly,3GGhyTPYDufku46UtvLTPi,65,0.582,0.311,0,-13.676,1,0.0322,0.704,0.082,0.1,0.287,127.998,187969,4
590,Phoebe Bridgers,Garden Song,1LTWcRVy9o96Zzn29wXLsa,66,0.371,0.256,0,-16.7,1,0.227,0.868,0.00507,0.112,0.171,195.674,220065,4
591,Omarion,Can You Hear Me? (feat. T-Pain),2rM4g5n1YwiMNz5QX6zFmb,67,0.768,0.705,0,-5.053,1,0.0796,0.0696,0.0,0.199,0.768,140.037,168107,4
592,Logan Paul,GOING BROKE,3u18VnnrFxLsDAuWrKim2j,70,0.807,0.846,5,-4.453,0,0.112,0.0969,0.0,0.309,0.837,94.996,183789,4
593,mxmtoon,fever dream,5xgLPaEWNbJB4uVc7LIgbe,65,0.566,0.693,4,-5.962,1,0.0281,0.126,3.7e-05,0.0888,0.191,101.909,196480,4
594,IZ*ONE,FIESTA,71vPAjlG1x606483GTJNhY,75,0.758,0.927,7,-2.105,1,0.0537,0.062,0.0,0.343,0.738,122.999,217760,4
595,Saweetie,Sway With Me (with GALXARA),5gqLY5H1ZyT3BScVr0nDMs,70,0.621,0.849,3,-4.243,0,0.0489,0.00468,5e-06,0.328,0.875,130.979,168018,4
596,Dreamville,BUSSIT (with Ari Lennox),39KiTKARPALXdEYaG5tqFM,65,0.796,0.563,1,-6.421,1,0.363,0.22,1.44e-06,0.077,0.485,144.96,150720,4
597,Chief Keef,G Unit,5Gc1JnXmIIQD9BsTPld78w,52,0.757,0.726,8,-6.576,0,0.172,0.00347,0.0,0.282,0.139,120.098,206908,4
598,Denzel Curry,ꞌCosmicꞌ.m4a,6Bxy3KpK4ygO2X9QAiOQ3W,66,0.685,0.789,7,-6.04,1,0.415,0.377,0.0,0.688,0.527,96.301,166653,4
599,Kiana Ledé,Mad At Me.,5vHhLfZmVKKtLxRjjf1Pg7,67,0.828,0.575,0,-4.966,0,0.0962,0.0637,1.44e-05,0.149,0.52,82.525,134611,4
600,Alan Walker,"Alone, Pt. II - RetroVision Remix",249ZVTkLmZfBbn21rFxrnd,49,0.575,0.707,3,-5.953,0,0.0753,0.102,0.00122,0.122,0.265,125.971,230693,4
