,artist_name,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
1010,Johann Sebastian Bach,"Suite No. 6 in D Major, BWV 1012: VI. Gigue",0kXT8aZNM5KXMlqpiNchOc,16,0.507,0.125,2,-18.783,1,0.0541,0.967,0.92,0.157,0.516,106.499,252867,3
1011,Lynn Harrell,"Sonata for Viola da Gamba and Harpsichord No.2 in D, BWV 1028: 1. Adagio",1BYwlkP0yXZk8i6wMS91XG,18,0.304,0.0805,2,-26.145,1,0.0361,0.883,0.0112,0.123,0.159,85.208,106773,3
1012,Johann Sebastian Bach,"The Art of Fugue, BWV 1080: Canon alla ottava (Live)",1WqCdRGCtcmGmucEOjC6UL,16,0.352,0.121,2,-23.649,0,0.039,0.995,0.865,0.127,0.531,93.226,266347,4
1013,Johann Sebastian Bach,"Brandenburg Concerto No. 6 in B-Flat Major, BWV 1051: III. Allegro",1xlPQtVv4l8930Iq0YMe5P,15,0.608,0.105,10,-24.097,1,0.0388,0.949,0.951,0.0619,0.805,112.039,359440,1
1014,Johann Sebastian Bach,"Johannespassion, BWV 245: ""Zweiter Teil. Arie. Es ist vollbracht"" - 2nd Version. 1725",28ymz0IDnkX1LPrslblZUN,18,0.287,0.0369,10,-23.755,0,0.041,0.935,1.06e-05,0.11,0.138,99.696,265511,4
1015,Johann Sebastian Bach,"The Art of Fugue, BWV 1080: Contrapunctus IV (Live)",29OZsGZ70QVQKFu4sTvjKW,16,0.371,0.0931,2,-24.244,0,0.0369,0.993,0.882,0.101,0.18,125.171,280520,4
1016,Johann Sebastian Bach,"Bach, JS: French Suite No. 5 in G Major, BWV 816: IV. Gavotte",2MNVeojW7CYlbWlOCF0Bjn,17,0.284,0.37,6,-22.479,1,0.0393,0.827,0.962,0.111,0.966,181.656,69947,4
1017,Johann Sebastian Bach,"Johannespassion, BWV 245: ""Zweiter Teil. Evangelist. Und neiget das Haupt"" (Evangelist) - 2nd Version. 1725",2O8mLC7JVZCMJPDnwwI5yl,17,0.0,0.00103,10,-40.288,1,0.0,0.976,0.0,0.111,0.0,0.0,30746,0
1018,Johann Sebastian Bach,"Johannespassion, BWV 245: ""Zweiter Teil. Arie. Zerfl ieße, mein Herze, in Fluten der Zähren"" - 2nd Version. 1725",2RbiFxRLae9fQqgrO4bTwI,18,0.299,0.0264,4,-23.729,0,0.0444,0.988,0.0045,0.129,0.0542,127.677,396865,4
1019,Johann Sebastian Bach,"Johannespassion, BWV 245: ""Zweiter Teil. Evangelist. Und von Stund an"" (Evangelist, Jesu) - 2nd Version. 1725",2RsHCdtwvyhjj5FNJNtUN2,18,0.379,0.0295,1,-26.812,1,0.0565,0.956,0.0,0.159,0.076,81.848,92025,4
1020,Johann Sebastian Bach,"Brandenburg Concerto No. 5 in D Major, BWV 1050: III. Allegro",379RrOWmxDPLy1aKSrJNVv,16,0.504,0.203,2,-21.693,1,0.0432,0.756,0.151,0.0737,0.718,114.306,337333,4
1021,Johann Sebastian Bach,"Bach, JS: Harpsichord Concerto in F Minor, BWV 1056: II. Largo",3EWHbnVXzDfmzE47rOUAXa,17,0.477,0.0537,8,-30.007,1,0.0342,0.814,8.31e-05,0.199,0.328,109.921,199413,4
1022,Vladimir Ashkenazy,"Das Wohltemperierte Klavier: Book 1, BWV 846-869: Prelude in E major BWV 854",3Sg7LggEI0B3UxvwttHRYL,17,0.36,0.0565,4,-31.426,1,0.0407,0.993,0.92,0.101,0.656,95.508,98733,3
1023,Johann Sebastian Bach,"Johannespassion, BWV 245: ""Zweiter Teil. Chor. Ruht wohl, ihr heiligen Gebeine"" - 2nd Version. 1725",3kU2udJuOE2GbyicneTvR1,17,0.207,0.126,11,-21.077,0,0.0421,0.971,0.00818,0.114,0.169,82.113,388644,3
1024,Johann Sebastian Bach,"Bach, JS: Fugue in G Major, BWV 577",3vEKksrZbdvfupzG0nlyaI,17,0.37,0.117,5,-25.181,0,0.0589,0.921,0.909,0.117,0.516,110.822,197453,4
1025,Johann Sebastian Bach,"Johannespassion, BWV 245: ""Zweiter Teil. Choral. Er nahm alles wohl in acht"" - 2nd Version. 1725",4Vckte0pqUTD1xMjTkCm7h,18,0.251,0.0446,8,-23.842,1,0.0625,0.976,9.55e-06,0.119,0.245,82.394,56135,3
1026,Johann Sebastian Bach,"Johannespassion, BWV 245: ""Zweiter Teil. Arie & Choral. Mein teurer Heiland"" (Bass) - 2nd Version. 1725",4eexkanPoTsliK6qUz2rom,18,0.176,0.0757,1,-23.682,1,0.0435,0.984,0.000501,0.118,0.304,80.486,266362,4
1027,Johann Sebastian Bach,"Johannespassion, BWV 245: ""Zweiter Teil. Arioso. Mein Herz, indem die ganze Welt"" - 2nd Version. 1725",4tJpt15Us4Or0FVqOnNemB,17,0.371,0.155,11,-16.782,1,0.0392,0.927,0.0,0.152,0.0747,112.98,46052,4
1028,Johann Sebastian Bach,"Bach, JS: Toccata and Fugue in D Minor, BWV 565: II. Fugue",5AHByKtycfqTYTgHWxp7FZ,18,0.119,0.0934,3,-22.289,0,0.035,0.715,0.894,0.112,0.136,94.424,376347,4
1029,Johann Sebastian Bach,"Brandenburg Concerto No. 6 in B-Flat Major, BWV 1051: II. Adagio",5E3Xk35RJWk3ViSkwJGiL5,15,0.0652,0.0718,0,-26.836,0,0.0514,0.873,0.866,0.114,0.0721,59.513,368573,4
1030,Johann Sebastian Bach,"Brandenburg Concerto No. 6 in B-Flat Major, BWV 1051: I. Allegro",5SzCijXqhLZ16EysaAgc0U,16,0.359,0.127,10,-22.962,1,0.0532,0.959,0.921,0.163,0.581,149.897,422600,4
1031,Johann Sebastian Bach,"Johannespassion, BWV 245: ""Zweiter Teil. Evangelist. Darnach bat Pilatum"" (Evangelist) - 2nd Version. 1725",5lqRVOfz2lSxhBZqVdy1Nm,17,0.487,0.0196,11,-26.761,1,0.0575,0.975,0.0,0.115,0.0947,78.345,123898,3
1032,Johann Sebastian Bach,"Johannespassion, BWV 245: ""Zweiter Teil. Choral. O hilf, Christe, Gottes Sohn"" - 2nd Version. 1725",5ssRLGptlUwK67eU15ySei,17,0.155,0.11,9,-19.425,1,0.0477,0.968,0.961,0.0936,0.197,165.476,54663,4
1033,Johann Sebastian Bach,"Bach, JS: Mass in B Minor BWV 232, Symbolum Nicenum: Crucifixus (Chorus)",5zd22DsM1XLRVtOwqGNTfD,18,0.0772,0.207,0,-19.999,1,0.0383,0.986,0.931,0.102,0.0393,77.853,260920,4
1034,Johann Sebastian Bach,"Johannespassion, BWV 245: ""Zweiter Teil. Choral. In meines Herzens Grunde"" - 2nd Version. 1725",6C7JOPnBBJxTVd9cGAy055,19,0.25,0.0464,2,-24.244,1,0.0653,0.969,1.28e-06,0.1,0.122,84.491,59093,3
1035,Johann Sebastian Bach,"The Art of Fugue, BWV 1080: Contrapunctus II (Live)",6O8F92LLGO2aCaugF7EVsn,17,0.383,0.114,2,-20.646,0,0.0357,0.991,0.895,0.108,0.259,103.539,206613,4
1036,Milo Manheim,Like the Zombies Do,6PSN0NJHzkCmNWGpF6yDsj,62,0.879,0.748,8,-6.489,0,0.071,0.108,0.0,0.111,0.935,113.989,123412,4
1037,Johann Sebastian Bach,"Toccata in G Minor, BWV 915: Adagio",6a4gzo1Sc63D0ugxq4zGks,16,0.289,0.462,6,-17.72,0,0.0338,0.806,0.97,0.278,0.394,77.555,76053,5
1038,Hilary Hahn,"Partita for Violin Solo No. 1 in B Minor, BWV 1002: 5. Sarabande",6urdyV3C1Bp4iD1kmQAnIf,18,0.177,0.0995,9,-18.737,1,0.0439,0.985,0.153,0.108,0.174,90.491,241560,3
1039,Johann Sebastian Bach,"Johannespassion, BWV 245: ""Zweiter Teil. Evangelist. Die Jüden aber"" (Evangelist) - 2nd Version. 1725",6wKogCOanciBn1SwEvF7RY,17,0.443,0.0671,9,-21.541,1,0.0633,0.952,0.0,0.089,0.24,92.842,136371,4
1040,Johann Sebastian Bach,"The Art of Fugue, BWV 1080: Contrapunctus VII à 4 per augmentationem et diminutionem (Live)",7LxZYEwUw3TEFRyVjcFCne,15,0.364,0.0596,2,-25.262,0,0.0371,0.993,0.904,0.0884,0.146,67.731,228907,4
1041,Johann Sebastian Bach,"The Art of Fugue, BWV 1080: Contrapunctus V (Live)",7dMCYYcbRUViuuWvsJQo22,15,0.366,0.166,2,-20.475,0,0.0342,0.992,0.823,0.201,0.42,142.0,159840,3
1042,Johann Sebastian Bach,"Suite No. 6 in D Major, BWV 1012: V. Gavottes",7ht5UmWsVawgx5HCYDabq1,16,0.349,0.104,2,-17.693,1,0.056,0.952,0.911,0.175,0.445,166.102,234907,4
1043,Johann Sebastian Bach,"The Art of Fugue, BWV 1080: Contrapunctus III (Live)",7uQnQit6NMF1TfJ1jgCRUt,16,0.333,0.0347,2,-27.467,0,0.0398,0.994,0.885,0.0829,0.202,118.364,173573,4
1044,Johann Sebastian Bach,"Bach, JS: Brandenburg Concerto No. 2 in F Major, BWV 1047: III. Allegro assai",0b03EqrVBgV98HOP54nPqN,15,0.666,0.393,5,-13.892,1,0.05,0.904,0.899,0.283,0.85,102.923,168680,4
1045,Johann Sebastian Bach,"Toccata in G Major, BWV 916: Allegro e presto",0iMJbsH3BnlUnEw9z7BcNB,12,0.385,0.768,1,-14.281,1,0.0361,0.824,0.79,0.286,0.982,104.194,182320,4
1046,Johann Sebastian Bach,"Johannespassion, BWV 245: ""Zweiter Teil. Choral. Christe, du Lamm Gottes"" - 2nd Version. 1725",0zedTtjyrhJdQua4Uosoa9,17,0.109,0.149,6,-18.888,0,0.0401,0.946,0.276,0.139,0.134,85.01,230270,4
1047,Johann Sebastian Bach,"Toccata in G Minor, BWV 915: Fuga",1SkW92wxzc0IOsmjJWqNSt,14,0.282,0.783,11,-14.506,0,0.0328,0.796,0.927,0.212,0.962,155.103,300800,3
1048,Johann Sebastian Bach,"Toccata in D Major, BWV 912 (Second Version): Toccata - Allegro",1pWKjZYJ9Gy9va24hitJdl,11,0.307,0.63,1,-15.26,1,0.0302,0.843,0.864,0.326,0.948,106.908,166933,4
1049,Johann Sebastian Bach,"Bach, JS: Italian Concerto in F Major, BWV 971: I. (Allegro)",2mvVRDNQP5ycCdM0rRW8u0,15,0.411,0.295,5,-24.356,1,0.0338,0.942,0.898,0.172,0.967,99.318,241507,4
1050,Johann Sebastian Bach,"The Art of Fugue, BWV 1080: Canon alla duodecima in contrapunto alla quinta (Live)",2oJs2aRjzHaWm5HiGR5QDF,15,0.478,0.056,2,-29.49,0,0.0408,0.995,0.906,0.114,0.811,147.42,239987,4
1051,Johann Sebastian Bach,"Bach, JS: The Well-Tempered Clavier, Book 1, Prelude and Fugue No. 1 in C Major, BWV 846: I. Prelude",3OW9K2NJfJIDWMXg1Jw0CL,16,0.121,0.133,11,-34.354,1,0.0511,0.859,0.986,0.0731,0.505,207.057,170893,4
1052,Johann Sebastian Bach,"The Art of Fugue, BWV 1080: Contrapunctus VIII (Live)",3UG0WKP33a1htFMtIDeEMc,14,0.363,0.117,2,-23.609,0,0.0397,0.993,0.911,0.101,0.229,130.766,365627,4
1053,Johann Sebastian Bach,"The Art of Fugue, BWV 1080: Canon per augmentationem in contrario motu (Live)",3czR1wi9x2XdlhqV3CuYjg,13,0.272,0.02,2,-29.927,0,0.0419,0.993,0.903,0.0958,0.288,94.448,279947,1
1054,Johann Sebastian Bach,"The Art of Fugue, BWV 1080: Contrapunctus XIII à 3 in forma rectus (Live)",3kqTJALTFajGukRe2TXzS8,13,0.565,0.0967,2,-24.11,0,0.0475,0.992,0.901,0.117,0.413,108.359,160680,4
1055,Johann Sebastian Bach,"The Art of Fugue, BWV 1080: Contrapunctus IX à 4 alla duodecima (Live)",3yulBxtyygRq3DoA8odays,14,0.325,0.199,2,-20.181,0,0.0297,0.993,0.863,0.309,0.297,86.86,183627,4
1056,Johann Sebastian Bach,"The Art of Fugue, BWV 1080: Contrapunctus XII à 4 in forma rectus (Live)",45oeon7TZMBYGAIdJXekeG,12,0.399,0.106,2,-22.541,0,0.0391,0.991,0.883,0.1,0.151,105.955,182520,4
1057,Johann Sebastian Bach,"The Art of Fugue, BWV 1080: Contrapunctus XI à 4 (Live)",4MumNiGQmQzYdsiccK8qyQ,14,0.467,0.23,2,-19.628,0,0.0402,0.991,0.879,0.0879,0.229,114.152,400347,4
1058,Johann Sebastian Bach,"The Art of Fugue, BWV 1080: Contrapunctus XIII à 3 in forma inversus (Live)",4QBg1cIWAug3pqpwwWg0my,12,0.526,0.0899,2,-23.552,0,0.0425,0.993,0.883,0.0742,0.468,108.714,163587,4
1059,Johann Sebastian Bach,"Toccata in D Minor, BWV 913 (Second Version): Toccata",4m74bJLPu8xHh94HRQVJuo,13,0.287,0.405,1,-17.649,0,0.0317,0.847,0.876,0.0561,0.288,78.28,143080,4
1060,Johann Sebastian Bach,"Toccata in G Minor, BWV 915: Allegro - Adagio",55VBFCpT46eHfTyd8620Sn,14,0.273,0.486,6,-16.306,0,0.0284,0.792,0.815,0.3,0.72,181.078,220427,4
1061,Johann Sebastian Bach,"Bach, JS: Sonata for Viola da Gamba in G Minor, BWV 1029: II. Adagio",5Fv0Vaohmgei08uzVXc5mQ,15,0.251,0.0752,4,-22.765,1,0.0385,0.881,0.378,0.263,0.139,113.908,359360,4
1062,Johann Sebastian Bach,"The Art of Fugue, BWV 1080: Canon alla decima in contrapunto alla terza (Live)",5S68Bux7p1AnPd1Ya4gAr2,13,0.385,0.054,2,-26.847,0,0.0449,0.995,0.896,0.0754,0.33,113.77,255133,3
1063,Johann Sebastian Bach,"Toccata in D Minor, BWV 913 (Second Version): Adagio",5oFEcs32or6h1NVaNmuki9,12,0.191,0.331,11,-20.022,0,0.0337,0.864,0.515,0.0528,0.109,78.184,157853,4
1064,Johann Sebastian Bach,"The Art of Fugue, BWV 1080: Contrapunctus VI à 4 in stylo francese (Live)",5sSUzhkAW20sV8m1atldds,15,0.475,0.0615,2,-21.538,0,0.0412,0.992,0.912,0.105,0.187,61.754,323053,4
1065,Johann Sebastian Bach,"The Art of Fugue, BWV 1080: Contrapunctus X à 4 alla decima (Live)",67gqnWWaCIPbc3e1eiWLaR,14,0.356,0.067,2,-26.994,0,0.0429,0.994,0.873,0.115,0.334,109.662,271813,4
1066,Johann Sebastian Bach,"Toccata in D Minor, BWV 913 (Second Version): Fuga",69tO7usevsojrFHnFKdUqQ,13,0.284,0.597,1,-16.146,0,0.031,0.838,0.879,0.0654,0.947,112.324,204947,4
1067,Johann Sebastian Bach,"Bach, JS: The Well-Tempered Clavier, Book 1, Prelude and Fugue No. 2 in C Minor, BWV 847: II. Fugue",6wNxR8hNPGXvmadriju8fi,16,0.305,0.296,11,-27.288,0,0.0328,0.939,0.973,0.234,0.762,92.905,91773,4
1068,English Baroque Soloists,"St. John Passion, BWV 245 / Part One: No.3 Choral: ""O große Lieb, o Lieb ohn' alle Maße""",7fmtOB3a5HdfIM0zFBEwpc,16,0.252,0.105,6,-24.24,0,0.038,0.988,0.876,0.117,0.114,70.495,47760,4
1069,Johann Sebastian Bach,"Brandenburg Concerto No.4 In G Major, BWV 1049: 2. Andante",07DVg6i2lBt93Qp5unjbgT,9,0.158,0.0295,3,-23.223,0,0.0459,0.856,1.15e-06,0.277,0.0937,166.487,199133,4
1070,Johann Sebastian Bach,"The Well-Tempered Clavier: Book 1, BWV 846-869: Prelude and Fugue in C Major, BWV 846",08pwh8d79cYDGvwfsL9hyL,8,0.234,0.144,0,-22.847,1,0.0438,0.99,0.886,0.0879,0.14,75.036,232160,4
1071,Johann Sebastian Bach,"Adagio in G Major, BWV 968",0Qg7IyNlv46cBQLcwLFMik,9,0.287,0.238,6,-18.35,1,0.0332,0.805,0.519,0.107,0.23,106.746,206933,1
1072,Johann Sebastian Bach,"Toccata in E Minor, BWV 914: Adagio",0XZrAf6lfzwktyn7tXvjlM,11,0.195,0.404,3,-20.229,0,0.031,0.843,0.71,0.191,0.787,92.34,113173,3
1073,Johann Sebastian Bach,"Aria mit 30 Veränderungen, BWV 988 ""Goldberg Variations"" - Arranged for Harp by Catrin Finch: Var. 10 Fughetta a 1 Clav.",0dqIOYsfM5Pg0OPrUPdFmc,9,0.444,0.255,4,-16.81,0,0.0334,0.99,0.959,0.11,0.445,135.786,60533,4
1074,Johann Sebastian Bach,"Suite No.2 in B minor, BWV 1067: 6. Menuet",0xb5ccdNHv9lqtozApRZQW,9,0.611,0.191,11,-14.369,0,0.033,0.958,0.153,0.171,0.685,122.604,74587,3
1075,Johann Sebastian Bach,"Wachet auf, ruft uns die Stimme, BWV 645 ('Sleepers, awake') - Arr. Sir Granville Bantock (1868-1946): Sleepers Awake",18KeEMLo6sHE5ErWvTwHAE,10,0.192,0.201,3,-19.97,1,0.0367,0.896,0.893,0.348,0.176,112.342,148213,4
1076,Johann Sebastian Bach,"Brandenburg Concerto No.2 In F Major, BWV 1047: 2. Andante",1aintKOhe8LiYxseF6J079,9,0.295,0.0159,6,-26.877,0,0.0423,0.828,1.92e-05,0.0936,0.101,123.613,201533,4
1077,Johann Sebastian Bach,Concerto For Cor Anglais (From BWV 54): 1. Larghetto,1giZp8HF0HJUmZecOmVv5e,8,0.25,0.109,5,-18.936,1,0.0403,0.915,0.00367,0.103,0.152,112.419,400027,4
1078,Johann Sebastian Bach,"Suite for Cello Solo No.3 in C, BWV 1009: 3. Courante (Arr. For Guitar By Celedonio Romero)",1l5VeBs4LuPcI2RCheDDeA,9,0.364,0.233,6,-25.871,0,0.0475,0.99,0.912,0.129,0.853,145.694,165013,4
1079,Johann Sebastian Bach,"Herz und Mund und Tat und Leben, Cantata BWV 147: 10. Jesu, Joy Of Man's Desiring (Arr. by Guillermo Figueroa)",1tdTuLA9yFi24QHaafQ0p5,9,0.0703,0.0585,7,-25.701,1,0.0509,0.962,0.923,0.116,0.11,67.04,202280,3
1080,Johann Sebastian Bach,"Toccata in C Minor, BWV 911: Toccata - Adagio",1wjNCW8cwXSpFnYa3mP6Fq,11,0.302,0.403,11,-17.55,0,0.0302,0.731,0.301,0.12,0.531,97.967,181200,4
1081,Johann Sebastian Bach,"Suite In E Minor For Lute, BWV 996 - Arr. Segovia: 2. Allemande",21zOFoqYc4u1A2vFk2zXf3,10,0.495,0.105,9,-27.762,0,0.0546,0.987,0.871,0.0943,0.855,140.222,142693,4
1082,Johann Sebastian Bach,"Musical Offering, BWV 1079: 4g. Canon perpetuus super thema regium",2yoCgqTRxDt0J57mEJE51o,9,0.282,0.0286,6,-24.396,0,0.0563,0.982,0.817,0.192,0.285,85.268,62333,4
1083,Johann Sebastian Bach,"Toccata in D Major, BWV 912 (Second Version): Adagio",31DEIHdmoIeuMZJLHmPJ3q,10,0.352,0.355,10,-18.091,0,0.0376,0.844,0.224,0.108,0.51,120.171,311067,4
1084,Johann Sebastian Bach,"Toccata in F-Sharp Minor, BWV 910: Tocatta",37RbiViqaAHxDOvB0V370a,10,0.232,0.378,5,-19.127,0,0.0344,0.894,0.46,0.175,0.575,110.277,135360,3
1085,Johann Sebastian Bach,"Toccata in F-Sharp Minor, BWV 910: Fuga",3XQsaHMlFXHMO3tEyXI3bF,9,0.317,0.732,5,-14.771,0,0.0315,0.903,0.895,0.105,0.962,92.938,155680,4
1086,Johann Sebastian Bach,"Cello Suite No.1 In G Major, BWV 1007: 1. Prélude",3rfw9Sa3c3rB1BwGGg4FrS,10,0.194,0.101,7,-20.068,1,0.0547,0.968,0.952,0.126,0.341,138.886,168600,4
1087,Johann Sebastian Bach,"The Art of Fugue, BWV 1080: Fuga à 3 soggetti (Contrapunctus XIV) [Live]",3uHU4v9akOoMHdhz21O0jS,12,0.409,0.0292,2,-24.734,0,0.0493,0.994,0.854,0.679,0.102,97.843,694493,4
1088,Johann Sebastian Bach,"Toccata in G Major, BWV 916: Toccata",4JWVhMOag9KRY8bEkbb7O4,12,0.32,0.697,1,-14.857,1,0.0298,0.923,0.984,0.242,0.947,107.202,133040,4
1089,Johann Sebastian Bach,"Sonata for Viola da Gamba and Harpsichord No.2 in D, BWV 1028: 1. Adagio",4cmduUfjn3vGcUbYSu3pu2,10,0.304,0.0805,2,-26.145,1,0.0361,0.883,0.0112,0.123,0.159,85.208,106773,3
1090,Johann Sebastian Bach,"Das Wohltemperierte Klavier: Book 1, BWV 846-869: Prelude in E major BWV 854",4yKLfwchBw559Wbd15aZUp,10,0.36,0.0565,4,-31.426,1,0.0407,0.993,0.92,0.101,0.656,95.508,98733,3
1091,Johann Sebastian Bach,"Toccata in E Minor, BWV 914: Toccata - Un poco allegro",5UM6LbzHUMd0UJVPBVp1IB,11,0.307,0.576,10,-17.357,0,0.0299,0.89,0.858,0.124,0.619,104.439,121120,4
1092,Johann Sebastian Bach,"Invention No.14 in B flat, BWV 785",5erZyxiUI1qoIoLhSAK0u2,9,0.357,0.0489,10,-29.349,1,0.0335,0.992,0.887,0.118,0.635,65.257,82720,4
1093,Johann Sebastian Bach,"Toccata in F-Sharp Minor, BWV 910: Presto e staccato",5iX2eowD9xhht5JCx9FA0Q,10,0.311,0.769,5,-15.361,0,0.0346,0.896,0.78,0.108,0.967,102.318,150960,4
1094,Johann Sebastian Bach,"Aria mit 30 Veränderungen, BWV 988 ""Goldberg Variations"" - Arranged for Harp by Catrin Finch: Var. 5 a 1 ovvero 2 Clav.",696uLoTXnW2tS1AXlBiEBl,9,0.3,0.254,7,-18.305,1,0.0418,0.993,0.96,0.11,0.225,128.508,48240,4
1095,Johann Sebastian Bach,"Partita for Violin Solo No.2 in D minor, BWV 1004 - Guitar Transcription by Pepe Romero (1944-): 3. Sarabande",69eYJzh3dnipNkVmLZ6q3R,9,0.364,0.0292,2,-32.669,0,0.0539,0.995,0.952,0.103,0.361,82.809,253973,4
1096,Johann Sebastian Bach,"French Suite No.2 In C Minor, BWV 813: 1. Allemande",6PqwrgOdV7IPx5kqHPa6SP,9,0.214,0.109,0,-29.135,0,0.0504,0.995,0.903,0.195,0.33,181.461,206000,4
1097,Johann Sebastian Bach,"Partita for Violin Solo No. 1 in B Minor, BWV 1002: 5. Sarabande",6RUQHyhfBdNTmFHyrHSdfz,8,0.177,0.0995,9,-18.737,1,0.0439,0.985,0.153,0.108,0.174,90.491,241560,3
1098,Johann Sebastian Bach,"Toccata in G Major, BWV 916: Adagio",6hnegrKBhZDF1fqNLALNsL,12,0.256,0.321,3,-19.979,0,0.0338,0.767,0.436,0.0614,0.347,63.754,171387,4
1099,Johann Sebastian Bach,"The Art of Fugue, BWV 1080: Contrapunctus XII à 4 in forma inversus (Live)",6jlOzPn8Sl3BjJQmoHd6jM,12,0.318,0.127,2,-20.979,0,0.0397,0.99,0.892,0.0938,0.228,64.007,153000,3
1100,Johann Sebastian Bach,"Toccata in C Minor, BWV 911: Allegro",6tPAHh5f3eYC0Nbo171sU0,12,0.272,0.748,11,-15.387,0,0.032,0.843,0.602,0.114,0.962,90.363,428027,4
1101,Johann Sebastian Bach,"Toccata in F-Sharp Minor, BWV 910: Toccata",73WINEFP4NRQlF5JBAGjPn,10,0.257,0.453,5,-17.122,0,0.0323,0.842,0.463,0.39,0.545,57.48,155453,3
1102,Johann Sebastian Bach,"Suite In E Minor For Lute, BWV 996 - Arr. Segovia: 5. Bourée",74DDl1U4UkQPV0pX8AZFVr,11,0.483,0.34,7,-19.444,1,0.0797,0.829,0.5,0.0968,0.294,146.012,93800,4
1103,Johann Sebastian Bach,"Suite No.1 in C, BWV 1066: 2. Courante",7BAaFkgJJ7WSQ9YGqwKoTT,9,0.402,0.239,0,-16.962,1,0.0337,0.892,0.92,0.32,0.708,138.479,99240,4
1104,Johann Sebastian Bach,"Toccata in D Major, BWV 912 (Second Version): Fuga",7GQ01OwIXRiz2yQ9X8czYP,10,0.376,0.798,1,-13.952,1,0.0389,0.853,0.888,0.157,0.907,114.316,184187,4
1105,Johann Sebastian Bach,"Das Wohltemperierte Klavier: Book 2, BWV 870-893: 2. Fugue In D Minor BWV 875",7a3vR290iIs0x1DH30ZqFS,9,0.204,0.112,2,-26.689,0,0.0368,0.991,0.923,0.11,0.453,135.225,107733,4
1106,Johann Sebastian Bach,"Toccata in E Minor, BWV 914: Fuga á 3",7tR5mYplqxvKYpmZ5zjzK2,11,0.318,0.795,10,-15.189,0,0.0354,0.734,0.667,0.41,0.962,96.933,195347,1
1107,Johann Sebastian Bach,"Suite in E for Lute, BWV 1006a/1000 - Arr. Harp: 1. Präludium",0KPHFKjdcDerkQp0HGpugb,7,0.369,0.131,3,-24.432,1,0.0408,0.99,0.932,0.18,0.39,113.794,233133,3
1108,Johann Sebastian Bach,"Suite for Cello Solo No.4 in E flat, BWV 1010: 3. Courante",0NXRy2f4Lel39XYQzN0gM8,8,0.385,0.0578,3,-19.63,1,0.0433,0.983,0.913,0.116,0.701,96.594,250507,3
1109,Johann Sebastian Bach,"Sonata in C Major, BWW 966: I. Praeludium",0U7oxeg9xWG8hyRWiKYriY,6,0.368,0.378,11,-17.274,1,0.0383,0.867,0.859,0.078,0.482,61.35,105040,3
1110,Johann Sebastian Bach,"Sonata in D Minor, BWW 964: II. Fuga. Allegro",0aIxf4VGQ2IQSjhMdNuyfV,6,0.289,0.515,1,-14.233,0,0.0301,0.903,0.288,0.149,0.887,87.186,421733,4
1111,Johann Sebastian Bach,"Suite No.1 in C, BWV 1066: 4. Forlane",0oTxdIz61yIyghXqbb2OCe,7,0.549,0.132,0,-20.864,1,0.0422,0.984,0.979,0.101,0.695,81.197,75000,4
1112,Johann Sebastian Bach,"Sonata No. 1 in D Minor, BWV 1001: IV. Presto",0wjtOfSwZkH7BydiaVFAo4,6,0.28,0.613,1,-14.524,0,0.039,0.894,0.773,0.125,0.963,108.055,241467,1
1113,Johann Sebastian Bach,"Sonata No. 1 in D Minor, BWV 1001: I. Adagio",10AasR18HOgz2vhZTSMgh5,7,0.24,0.238,1,-20.98,0,0.0373,0.832,0.0103,0.115,0.496,80.031,158653,5
1114,Johann Sebastian Bach,"Sonata in C Major, BWW 966: II. Fuga",1egFAe8B9PdZ5IDviFSGlI,6,0.275,0.599,8,-14.185,0,0.0399,0.889,0.876,0.126,0.923,87.996,272240,4
1115,Johann Sebastian Bach,"Sonata in D Minor, BWW 964: III. Andante",1u6dAcjcweR5NLD2TQHgI5,6,0.297,0.263,4,-18.734,1,0.032,0.781,0.215,0.0694,0.215,87.259,234320,4
1116,Johann Sebastian Bach,"Sonata in A Minor, BWW 965: III. Adagio",2BdoMA5nHRDEnn1AzATWMx,6,0.287,0.387,8,-15.205,0,0.0476,0.799,0.961,0.0703,0.531,61.536,78867,3
1117,Johann Sebastian Bach,"Sonata in D Minor, BWW 964: I. Adagio",2DEIlVvSDGeboJYUNbDBU3,6,0.271,0.396,1,-14.931,0,0.0383,0.841,0.533,0.106,0.483,131.358,173787,1
1118,Johann Sebastian Bach,"Suite For Lute In G Minor, BWV 995: 6. Gigue",2FiF6szbzxOrIlJN967Cpx,7,0.307,0.118,7,-22.083,0,0.0428,0.991,0.938,0.116,0.369,180.721,149267,3
1119,Johann Sebastian Bach,"Suite No.1 in C, BWV 1066: 7. Passepied I-II",2L7MRTxDVKfzVoC0glWKjM,7,0.394,0.0622,0,-23.182,1,0.0364,0.985,0.614,0.097,0.619,143.503,184000,4
1120,Johann Sebastian Bach,"Sonata No. 1 in D Minor, BWV 1001: II. Fuga",2zIiIwTghqbcPMsyCPQ4M8,7,0.35,0.426,1,-15.022,0,0.0287,0.868,0.0721,0.111,0.745,86.966,283227,4
1121,Johann Sebastian Bach,"Partita No.2 in C minor, BWV 826: 4. Sarabande",3Mb46Qih41Vcp6lnuraqVn,8,0.303,0.129,0,-27.87,0,0.0644,0.995,0.916,0.094,0.538,178.746,106000,4
